Filename,file type,file size,file modify date,file access date,dimensions,sha1 Hash
Xiaomi.mp4,MP4,170 MB,2019:09:11 15:49:53+01:00,2019:09:11 15:50:37+01:00,1920x1080,e14b5dde05862e2a56ca3e8b0c143bdebc72b95e
