Filename,file type,file size,file modify date,file access date,dimensions,sha1 Hash
/home/dhurleysmith/Desktop/RAMSES_StegAware/TestMediaRam/Farringdon_station_MMB_10_C-Stock.jpg,JPEG,2.8 MB,2019:06:10 13:57:49-07:00,2019:06:10 14:39:12-07:00,3822x2268,1f8cc0482d0a2269dd2eadf9086e58e4902636cb
/home/dhurleysmith/Desktop/RAMSES_StegAware/TestMediaRam/Image/compromised_banner_mcrypt.jpg,JPEG,5.4 MB,2019:06:04 07:34:32-07:00,2019:06:10 14:04:00-07:00,4032x3024,a06a0a89b823524691aa5fdc621e23a6a11f889d
/home/dhurleysmith/Desktop/RAMSES_StegAware/TestMediaRam/Image/how-to-become-a-hacker-735x400.jpg,JPEG,87 kB,2019:06:04 07:34:32-07:00,2019:06:10 14:04:00-07:00,735x400,c87f558b6128c42dd84e62e59f4a459169aba7e4
/home/dhurleysmith/Desktop/RAMSES_StegAware/TestMediaRam/Image/clean_7231623538_f51db2a35a_z.png,PNG,548 kB,2019:06:04 07:34:32-07:00,2019:06:10 14:04:00-07:00,640x427,7fb52c0a16d5c6888bae2e348f3640ac930d2be9
/home/dhurleysmith/Desktop/RAMSES_StegAware/TestMediaRam/Image/clean_7232202430_d38b6d6986_z.png,PNG,552 kB,2019:06:04 07:34:32-07:00,2019:06:10 14:04:00-07:00,640x424,475eaf5f02eae3b52c73f784e99b53fc9501757c
/home/dhurleysmith/Desktop/RAMSES_StegAware/TestMediaRam/Image/clean_7232220662_3d42c69109_z.png,PNG,540 kB,2019:06:04 07:34:32-07:00,2019:06:10 14:04:00-07:00,640x424,e852c25ef934a5e53b635517703363a0f0079208
/home/dhurleysmith/Desktop/RAMSES_StegAware/TestMediaRam/Image/clean_7234473324_bb8a82b5bd.png,PNG,223 kB,2019:06:04 07:34:32-07:00,2019:06:10 14:04:00-07:00,500x333,469a0940c7335df9dc6432bfda5500405bbe6521
/home/dhurleysmith/Desktop/RAMSES_StegAware/TestMediaRam/Image/clean_7222762386_2688184c8e.png,PNG,130 kB,2019:06:04 07:34:32-07:00,2019:06:10 14:04:00-07:00,276x500,0f2085044926200f654020dbf592a0383e1d4412
/home/dhurleysmith/Desktop/RAMSES_StegAware/TestMediaRam/Image/clean_7237798856_86870c8823_z.png,PNG,223 kB,2019:06:04 07:34:32-07:00,2019:06:10 14:04:00-07:00,640x431,397a3d29bec6b1784b4f8ddaba41d887d4a69ebb
/home/dhurleysmith/Desktop/RAMSES_StegAware/TestMediaRam/Image/clean_7221186570_82a10bc040_z.png,PNG,387 kB,2019:06:04 07:34:32-07:00,2019:06:10 14:04:00-07:00,640x425,1fc669b6d26218b9ce38cad8724c88aee0fdb290
/home/dhurleysmith/Desktop/RAMSES_StegAware/TestMediaRam/Image/clean_7235558256_3099066753.png,PNG,340 kB,2019:06:04 07:34:32-07:00,2019:06:10 14:04:00-07:00,500x333,4292555889d75c92a0617dceb70e8fd38a9f7299
/home/dhurleysmith/Desktop/RAMSES_StegAware/TestMediaRam/Image/clean_7232206610_b8cfded120_z.png,PNG,521 kB,2019:06:04 07:34:32-07:00,2019:06:10 14:04:00-07:00,640x424,5ba18909a2874f8468b7658c20781c468de83c97
/home/dhurleysmith/Desktop/RAMSES_StegAware/TestMediaRam/Image/IMG_0265.JPG.jpg,JPEG,86 kB,2019:06:04 07:34:32-07:00,2019:06:10 14:04:00-07:00,1080x1080,204a008d0e05c95d505f0c2e1cebb63d2352067a
/home/dhurleysmith/Desktop/RAMSES_StegAware/TestMediaRam/Image/clean_7232193260_c2fd8c0f25_z.png,PNG,570 kB,2019:06:04 07:34:32-07:00,2019:06:10 14:04:00-07:00,640x424,ce40514161851d82a5ff2c5fe30bf98829f91816
/home/dhurleysmith/Desktop/RAMSES_StegAware/TestMediaRam/Image/clean_7228374452_8f743dc3d4_z.png,PNG,394 kB,2019:06:04 07:34:32-07:00,2019:06:10 14:04:00-07:00,640x427,eef8eed906f5436d536bf2cf1d7146aa3ad3711d
/home/dhurleysmith/Desktop/RAMSES_StegAware/TestMediaRam/Image/clean_7235972310_8c25258da5.png,PNG,333 kB,2019:06:04 07:34:32-07:00,2019:06:10 14:04:00-07:00,500x333,87304a281094129d0feb991444956cfb77e527bd
/home/dhurleysmith/Desktop/RAMSES_StegAware/TestMediaRam/Image/IMG00007-20130311-0847.jpg_103818893548807.jpg,JPEG,380 kB,2019:06:04 07:34:32-07:00,2019:06:10 14:04:00-07:00,1600x1200,b559c85f0073b9ca461b279e69384ae9a49f138c
